K,seed,germ_band_push,noise_scale,dt,t_final,folder_name
6e-05,807,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_807_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,808,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_808_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,809,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_809_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,810,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_810_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,811,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_811_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,812,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_812_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,813,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_813_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,814,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_814_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,815,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_815_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,816,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_816_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,817,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_817_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,818,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_818_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,819,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_819_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,820,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_820_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,821,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_821_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,822,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_822_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,823,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_823_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,824,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_824_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,825,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_825_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,826,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_826_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,827,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_827_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,828,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_828_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,829,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_829_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,830,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_830_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,831,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_831_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,832,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_832_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,833,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_833_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,834,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_834_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,835,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_835_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,836,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_836_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,837,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_837_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,838,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_838_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,839,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_839_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,840,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_840_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,841,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_841_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,842,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_842_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,843,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_843_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,844,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_844_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,845,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_845_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,846,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_846_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,847,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_847_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,848,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_848_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,849,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_849_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,850,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_850_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,851,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_851_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,852,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_852_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,853,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_853_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,854,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_854_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,855,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_855_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,856,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_856_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,857,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_857_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,858,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_858_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,859,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_859_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,860,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_860_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,861,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_861_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,862,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_862_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,863,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_863_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,864,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_864_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,865,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_865_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,866,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_866_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,867,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_867_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,868,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_868_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,869,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_869_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,870,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_870_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,871,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_871_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,872,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_872_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,873,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_873_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,874,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_874_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,875,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_875_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,876,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_876_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,877,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_877_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,878,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_878_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,879,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_879_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,880,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_880_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,881,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_881_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,882,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_882_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,883,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_883_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,884,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_884_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,885,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_885_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,886,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_886_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,887,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_887_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,888,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_888_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,889,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_889_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,890,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_890_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,891,0.1,1e-05,1e-05,1000.0,K_9e-05_seed_891_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,892,0.15,1e-05,1e-05,1000.0,K_9e-05_seed_892_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,893,0.2,1e-05,1e-05,1000.0,K_9e-05_seed_893_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,894,0.4,1e-05,1e-05,1000.0,K_9e-05_seed_894_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,895,0.25,1e-05,1e-05,1000.0,K_9e-05_seed_895_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,896,0.0,1e-05,1e-05,1000.0,K_9e-05_seed_896_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,897,0.35,1e-05,1e-05,1000.0,K_9e-05_seed_897_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,898,0.0,1e-05,1e-05,1000.0,K_0.00012_seed_898_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,899,0.05,1e-05,1e-05,1000.0,K_0.00012_seed_899_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,900,0.1,1e-05,1e-05,1000.0,K_0.00012_seed_900_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,901,0.15,1e-05,1e-05,1000.0,K_0.00012_seed_901_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,902,0.2,1e-05,1e-05,1000.0,K_0.00012_seed_902_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,903,0.05,1e-05,1e-05,1000.0,K_9e-05_seed_903_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
9e-05,904,0.3,1e-05,1e-05,1000.0,K_9e-05_seed_904_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,905,0.3,1e-05,1e-05,1000.0,K_0.00014_seed_905_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,906,0.25,1e-05,1e-05,1000.0,K_0.00012_seed_906_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,907,0.4,1e-05,1e-05,1000.0,K_8e-05_seed_907_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,908,0.35,1e-05,1e-05,1000.0,K_8e-05_seed_908_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,909,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_909_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,910,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_910_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,911,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_911_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,912,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_912_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,913,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_913_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,914,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_914_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,915,0.25,1e-05,1e-05,1000.0,K_0.00014_seed_915_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,916,0.4,1e-05,1e-05,1000.0,K_0.00011_seed_916_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,917,0.3,1e-05,1e-05,1000.0,K_0.00011_seed_917_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,918,0.25,1e-05,1e-05,1000.0,K_0.00011_seed_918_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,919,0.2,1e-05,1e-05,1000.0,K_0.00011_seed_919_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,920,0.15,1e-05,1e-05,1000.0,K_0.00011_seed_920_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,921,0.1,1e-05,1e-05,1000.0,K_0.00011_seed_921_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,922,0.05,1e-05,1e-05,1000.0,K_0.00011_seed_922_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,923,0.0,1e-05,1e-05,1000.0,K_0.00011_seed_923_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,924,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_924_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00011,925,0.35,1e-05,1e-05,1000.0,K_0.00011_seed_925_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,926,0.3,1e-05,1e-05,1000.0,K_0.00012_seed_926_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,927,0.0,1e-05,1e-05,1000.0,K_7e-05_seed_927_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,928,0.4,1e-05,1e-05,1000.0,K_0.00012_seed_928_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,929,0.0,1e-05,1e-05,1000.0,K_0.00013_seed_929_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,930,0.05,1e-05,1e-05,1000.0,K_0.00013_seed_930_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,931,0.1,1e-05,1e-05,1000.0,K_0.00013_seed_931_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,932,0.15,1e-05,1e-05,1000.0,K_0.00013_seed_932_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,933,0.2,1e-05,1e-05,1000.0,K_0.00013_seed_933_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,934,0.25,1e-05,1e-05,1000.0,K_0.00013_seed_934_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,935,0.3,1e-05,1e-05,1000.0,K_0.00013_seed_935_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,936,0.35,1e-05,1e-05,1000.0,K_0.00013_seed_936_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00013,937,0.4,1e-05,1e-05,1000.0,K_0.00013_seed_937_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,938,0.25,1e-05,1e-05,1000.0,K_0.0001_seed_938_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,939,0.15,1e-05,1e-05,1000.0,K_0.0001_seed_939_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,940,0.3,1e-05,1e-05,1000.0,K_0.0001_seed_940_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,941,0.4,1e-05,1e-05,1000.0,K_0.0001_seed_941_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,942,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_942_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,943,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_943_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,944,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_944_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,945,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_945_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,946,0.35,1e-05,1e-05,1000.0,K_6e-05_seed_946_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,947,0.4,1e-05,1e-05,1000.0,K_6e-05_seed_947_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00012,948,0.35,1e-05,1e-05,1000.0,K_0.00012_seed_948_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,949,0.4,1e-05,1e-05,1000.0,K_0.00014_seed_949_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,950,0.35,1e-05,1e-05,1000.0,K_0.00014_seed_950_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,951,0.35,1e-05,1e-05,1000.0,K_0.0001_seed_951_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,952,0.1,1e-05,1e-05,1000.0,K_0.0001_seed_952_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,953,0.2,1e-05,1e-05,1000.0,K_0.0001_seed_953_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,954,0.1,1e-05,1e-05,1000.0,K_7e-05_seed_954_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,955,0.2,1e-05,1e-05,1000.0,K_0.00014_seed_955_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,956,0.15,1e-05,1e-05,1000.0,K_0.00014_seed_956_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,957,0.05,1e-05,1e-05,1000.0,K_7e-05_seed_957_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,958,0.05,1e-05,1e-05,1000.0,K_0.00014_seed_958_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,959,0.0,1e-05,1e-05,1000.0,K_0.00014_seed_959_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,960,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_960_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,961,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_961_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,962,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_962_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.00014,963,0.1,1e-05,1e-05,1000.0,K_0.00014_seed_963_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,964,0.05,1e-05,1e-05,1000.0,K_0.0001_seed_964_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,965,0.4,1e-05,1e-05,1000.0,K_7e-05_seed_965_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,966,0.35,1e-05,1e-05,1000.0,K_7e-05_seed_966_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,967,0.3,1e-05,1e-05,1000.0,K_7e-05_seed_967_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,968,0.25,1e-05,1e-05,1000.0,K_7e-05_seed_968_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,969,0.2,1e-05,1e-05,1000.0,K_7e-05_seed_969_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
7e-05,970,0.15,1e-05,1e-05,1000.0,K_7e-05_seed_970_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
0.0001,971,0.0,1e-05,1e-05,1000.0,K_0.0001_seed_971_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,972,0.3,1e-05,1e-05,1000.0,K_8e-05_seed_972_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,973,0.25,1e-05,1e-05,1000.0,K_8e-05_seed_973_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,974,0.2,1e-05,1e-05,1000.0,K_6e-05_seed_974_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,975,0.15,1e-05,1e-05,1000.0,K_6e-05_seed_975_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,976,0.1,1e-05,1e-05,1000.0,K_6e-05_seed_976_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,977,0.05,1e-05,1e-05,1000.0,K_6e-05_seed_977_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,978,0.1,1e-05,1e-05,1000.0,K_8e-05_seed_978_germ_band_push_0.1_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,979,0.2,1e-05,1e-05,1000.0,K_8e-05_seed_979_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,980,0.15,1e-05,1e-05,1000.0,K_8e-05_seed_980_germ_band_push_0.15_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,981,0.05,1e-05,1e-05,1000.0,K_8e-05_seed_981_germ_band_push_0.05_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
8e-05,982,0.0,1e-05,1e-05,1000.0,K_8e-05_seed_982_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,983,0.25,1e-05,1e-05,1000.0,K_6e-05_seed_983_germ_band_push_0.25_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,984,0.0,1e-05,1e-05,1000.0,K_6e-05_seed_984_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
6e-05,985,0.3,1e-05,1e-05,1000.0,K_6e-05_seed_985_germ_band_push_0.3_noise_scale_1e-05_dt_1e-05_t_final_1000.0/
