K,int_curvature_CF,seed,germ_band_push,noise_scale,dt,t_final,add_CF_bool,t_CF,t_MD,folder_name
0.0001,2.0,202,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_202_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,203,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_203_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,204,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_204_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,205,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_205_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,206,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_206_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,207,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_207_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,208,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_208_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,209,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_209_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,210,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_210_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,211,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_211_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,212,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_212_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,213,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_213_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,214,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_214_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,215,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_215_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,216,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_216_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,217,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_217_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,218,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_218_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,219,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_219_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,220,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_220_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,221,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_221_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,222,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_222_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,223,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_223_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,224,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_224_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,225,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_225_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,226,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_226_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,227,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_227_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,228,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_228_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,229,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_229_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,230,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_230_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,231,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_231_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,232,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_232_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,233,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_233_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,234,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_234_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,235,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_235_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,236,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_236_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,237,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_237_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,238,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_238_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,239,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_239_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,240,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_240_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,241,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_241_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,242,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_242_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,243,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_243_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,244,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_244_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,245,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_245_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,246,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_246_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,247,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_247_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,248,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_248_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,249,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_249_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,250,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_250_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,251,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_251_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,252,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_252_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,253,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_253_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,254,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_254_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,255,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_255_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,256,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_256_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,257,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_257_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,258,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_258_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,259,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_259_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,260,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_260_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,261,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_261_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,262,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_262_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,263,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_263_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,264,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_264_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,265,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_265_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,266,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_266_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,267,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_267_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,268,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_268_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,269,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_269_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,270,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_270_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,271,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_271_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,272,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_272_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,273,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_273_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,274,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_274_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,275,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_275_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,276,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_276_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,277,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_277_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,278,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_278_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,279,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_1.0_seed_279_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,280,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_280_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,1.0,281,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_281_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,282,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_282_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,283,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_283_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,284,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_284_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,285,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_285_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,286,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_286_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,1.0,287,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_1.0_seed_287_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,288,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_288_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,289,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_289_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,290,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_290_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,5.0,291,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_5.0_seed_291_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,5.0,292,0.0,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_5.0_seed_292_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,293,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_293_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,294,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_294_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,295,0.35,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_295_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,296,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_296_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,2.0,297,0.2,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_2.0_seed_297_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,2.0,298,0.0,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_2.0_seed_298_germ_band_push_0.0_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,299,0.4,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_299_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,300,0.4,1e-05,1e-05,1000.0,1.0,0.0,0.0,K_0.0001_int_curvature_CF_0.5_seed_300_germ_band_push_0.4_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_0.0/
0.0001,0.5,301,0.35,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_301_germ_band_push_0.35_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
0.0001,0.5,302,0.2,1e-05,1e-05,1000.0,1.0,0.0,5.0,K_0.0001_int_curvature_CF_0.5_seed_302_germ_band_push_0.2_noise_scale_1e-05_dt_1e-05_t_final_1000.0_add_CF_bool_1.0_t_CF_0.0_t_MD_5.0/
